[2018-03-07 10:56:10,891] [INFO] "GET / HTTP/1.1" 200 1774
[2018-03-07 10:59:10,788] [INFO] "GET /static/suit/img/bg_left_white.gif HTTP/1.1" 304 0
[2018-03-07 10:59:10,795] [INFO] "GET /static/suit/img/glyphicons-halflings-white-nav.png HTTP/1.1" 304 0
[2018-03-07 10:59:10,796] [INFO] "GET /static/suit/bootstrap/img/glyphicons-halflings-white.png HTTP/1.1" 304 0
[2018-03-07 10:59:10,799] [INFO] "GET /static/suit/bootstrap/img/glyphicons-halflings.png HTTP/1.1" 304 0
[2018-03-07 10:59:10,835] [INFO] "GET /static/suit/img/glyphicons-halflings-white-shadow.png HTTP/1.1" 304 0
[2018-03-07 10:59:10,835] [INFO] "GET /static/suit/img/cc_active_nav.png HTTP/1.1" 304 0
[2018-03-07 10:59:12,259] [INFO] "GET /admin/auth/group/ HTTP/1.1" 200 9251
[2018-03-07 10:59:12,282] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 10:59:13,516] [INFO] "GET /admin/auth/user/ HTTP/1.1" 200 14401
[2018-03-07 10:59:13,533] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:07:26,184] [INFO] "GET / HTTP/1.1" 200 1774
[2018-03-07 11:07:30,403] [INFO] "GET /admin/ HTTP/1.1" 200 9502
[2018-03-07 11:07:30,414] [INFO] "GET /static/suit/css/suit.css HTTP/1.1" 304 0
[2018-03-07 11:07:30,427] [INFO] "GET /static/suit/js/suit.js HTTP/1.1" 304 0
[2018-03-07 11:07:30,948] [INFO] "GET /static/admin/css/dashboard.css HTTP/1.1" 200 74
[2018-03-07 11:07:30,950] [INFO] "GET /static/suit/css/font-awesome.min.css HTTP/1.1" 200 31000
[2018-03-07 11:07:37,957] [INFO] "GET /admin/ HTTP/1.1" 200 9502
[2018-03-07 11:07:37,983] [INFO] "GET /static/suit/css/font-awesome.min.css HTTP/1.1" 200 31000
[2018-03-07 11:07:37,983] [INFO] "GET /static/suit/js/suit.js HTTP/1.1" 200 7609
[2018-03-07 11:07:37,983] [INFO] "GET /static/admin/css/dashboard.css HTTP/1.1" 200 74
[2018-03-07 11:07:37,992] [INFO] "GET /static/suit/css/suit.css HTTP/1.1" 200 524193
[2018-03-07 11:07:38,124] [INFO] "GET /static/suit/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
[2018-03-07 11:07:38,469] [WARNING] Not Found: /favicon.ico
[2018-03-07 11:07:38,470] [WARNING] "GET /favicon.ico HTTP/1.1" 404 1942
[2018-03-07 11:07:45,183] [INFO] "GET /admin/ HTTP/1.1" 200 9502
[2018-03-07 11:07:46,849] [INFO] "GET /admin/ HTTP/1.1" 200 9502
[2018-03-07 11:07:48,457] [INFO] "GET /admin/ HTTP/1.1" 200 9502
[2018-03-07 11:07:48,476] [INFO] "GET /static/suit/css/font-awesome.min.css HTTP/1.1" 200 31000
[2018-03-07 11:07:48,483] [INFO] "GET /static/suit/js/suit.js HTTP/1.1" 200 7609
[2018-03-07 11:07:48,483] [INFO] "GET /static/admin/css/dashboard.css HTTP/1.1" 200 74
[2018-03-07 11:07:48,487] [INFO] "GET /static/suit/css/suit.css HTTP/1.1" 200 524193
[2018-03-07 11:07:48,605] [INFO] "GET /static/suit/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
[2018-03-07 11:07:48,752] [WARNING] Not Found: /favicon.ico
[2018-03-07 11:07:48,753] [WARNING] "GET /favicon.ico HTTP/1.1" 404 1942
[2018-03-07 11:07:55,505] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7612
[2018-03-07 11:07:55,539] [INFO] "GET /static/admin/css/changelists.css HTTP/1.1" 200 74
[2018-03-07 11:07:55,546] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:07:56,710] [INFO] "GET /admin/auth/user/ HTTP/1.1" 200 11881
[2018-03-07 11:07:56,743] [INFO] "GET /static/admin/img/search.svg HTTP/1.1" 200 458
[2018-03-07 11:07:56,746] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:07:58,561] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7612
[2018-03-07 11:07:58,585] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:08:00,359] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 7626
[2018-03-07 11:08:00,384] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:08:01,937] [INFO] "GET /admin/walletapi/apicallback/add/ HTTP/1.1" 200 10326
[2018-03-07 11:08:01,956] [INFO] "GET /static/admin/css/forms.css HTTP/1.1" 200 74
[2018-03-07 11:08:01,970] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:08:01,973] [INFO] "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 495
[2018-03-07 11:08:01,982] [INFO] "GET /static/admin/js/change_form.js HTTP/1.1" 200 698
[2018-03-07 11:08:04,203] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7612
[2018-03-07 11:08:04,223] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:12:36,191] [INFO] "GET /admin/auth/user/ HTTP/1.1" 200 10355
[2018-03-07 11:12:36,210] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:12:36,216] [INFO] "GET /static/suit/js/suit.js HTTP/1.1" 304 0
[2018-03-07 11:12:39,296] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 6086
[2018-03-07 11:12:39,316] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:13:04,696] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 6100
[2018-03-07 11:13:04,720] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:15:53,309] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 6100
[2018-03-07 11:15:53,421] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:15:54,858] [INFO] "GET /static/admin/css/changelists.css HTTP/1.1" 200 74
[2018-03-07 11:15:54,865] [INFO] "GET /static/suit/css/font-awesome.min.css HTTP/1.1" 200 31000
[2018-03-07 11:15:54,872] [INFO] "GET /static/suit/css/suit.css HTTP/1.1" 200 524193
[2018-03-07 11:15:54,888] [INFO] "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 363
[2018-03-07 11:15:54,891] [INFO] "GET /static/admin/js/core.js HTTP/1.1" 200 7976
[2018-03-07 11:15:54,903] [INFO] "GET /static/admin/js/urlify.js HTTP/1.1" 200 8186
[2018-03-07 11:15:54,905] [INFO] "GET /static/admin/js/actions.js HTTP/1.1" 200 6501
[2018-03-07 11:15:54,907] [INFO] "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 6577
[2018-03-07 11:15:54,913] [INFO] "GET /static/suit/js/suit.js HTTP/1.1" 200 7609
[2018-03-07 11:15:54,917] [INFO] "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 258648
[2018-03-07 11:15:54,928] [INFO] "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1538
[2018-03-07 11:15:54,933] [INFO] "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 128820
[2018-03-07 11:15:54,970] [INFO] "GET /static/suit/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
[2018-03-07 11:15:55,127] [WARNING] Not Found: /favicon.ico
[2018-03-07 11:15:55,127] [WARNING] "GET /favicon.ico HTTP/1.1" 404 1942
[2018-03-07 11:15:56,891] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 6086
[2018-03-07 11:15:56,914] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:15:59,052] [INFO] "GET /admin/logout/ HTTP/1.1" 200 3443
[2018-03-07 11:16:01,720] [INFO] "GET /admin/ HTTP/1.1" 302 0
[2018-03-07 11:16:01,786] [INFO] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 2613
[2018-03-07 11:16:01,805] [INFO] "GET /static/admin/css/login.css HTTP/1.1" 200 74
[2018-03-07 11:16:04,431] [INFO] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 2613
[2018-03-07 11:16:10,642] [INFO] "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
[2018-03-07 11:16:10,683] [INFO] "GET /admin/ HTTP/1.1" 200 7976
[2018-03-07 11:17:57,329] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 6086
[2018-03-07 11:17:57,358] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:17:58,730] [INFO] "GET /admin/ HTTP/1.1" 200 7976
[2018-03-07 11:18:39,964] [INFO] "GET /admin/ HTTP/1.1" 200 7976
[2018-03-07 11:18:42,061] [INFO] "GET /admin/ HTTP/1.1" 200 7976
[2018-03-07 11:32:24,306] [INFO] "GET /admin/walletapi/cointype/add/ HTTP/1.1" 200 11202
[2018-03-07 11:32:24,338] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:48:39,301] [INFO] "POST /admin/walletapi/cointype/add/ HTTP/1.1" 302 0
[2018-03-07 11:48:39,489] [INFO] "GET /admin/walletapi/cointype/ HTTP/1.1" 200 8142
[2018-03-07 11:48:39,516] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:48:41,434] [INFO] "GET /admin/walletapi/cointype/1/change/ HTTP/1.1" 200 11654
[2018-03-07 11:48:41,453] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:48:43,733] [INFO] "GET /admin/walletapi/cointype/ HTTP/1.1" 200 7766
[2018-03-07 11:48:49,147] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 6100
[2018-03-07 11:48:49,168] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:48:50,700] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 6086
[2018-03-07 11:48:50,730] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 11:48:51,743] [INFO] "GET /admin/walletapi/cointype/ HTTP/1.1" 200 7766
[2018-03-07 11:48:51,769] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 14:13:36,549] [INFO] "GET /admin/walletapi/cointype/1/change/ HTTP/1.1" 200 11654
[2018-03-07 14:13:36,589] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 14:30:29,681] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 6086
[2018-03-07 14:30:29,709] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 14:30:31,252] [INFO] "GET /admin/walletapi/transactionsid/add/ HTTP/1.1" 200 9591
[2018-03-07 14:30:31,275] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 14:30:37,167] [INFO] "POST /admin/walletapi/transactionsid/add/ HTTP/1.1" 302 0
[2018-03-07 14:30:37,288] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 8315
[2018-03-07 14:30:37,306] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:11:32,815] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7999
[2018-03-07 15:11:32,819] [ERROR] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 500 59
[2018-03-07 15:11:32,821] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7999
[2018-03-07 15:11:32,865] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:11:35,216] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:11:35,239] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:11:36,667] [INFO] "GET /admin/walletapi/appuserrecharge/add/ HTTP/1.1" 200 15545
[2018-03-07 15:11:36,693] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:11:39,802] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:12:44,561] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7999
[2018-03-07 15:12:44,581] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:12:47,630] [INFO] "GET /admin/walletapi/transactionsid/1/change/ HTTP/1.1" 200 10364
[2018-03-07 15:12:47,648] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:12:49,188] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7999
[2018-03-07 15:12:51,397] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:12:51,415] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:06,454] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:06,471] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:07,436] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:07,453] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:07,816] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:07,835] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:08,072] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:08,092] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:08,191] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:08,211] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:08,313] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:08,334] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:08,493] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:08,520] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:10,260] [INFO] "GET /admin/walletapi/userbalance/ HTTP/1.1" 200 6286
[2018-03-07 15:18:10,280] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:11,351] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:11,369] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:13,233] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:13,250] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:13,352] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:13,371] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:14,855] [INFO] "GET /admin/walletapi/transactionsid/ HTTP/1.1" 200 7999
[2018-03-07 15:18:14,878] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:16,984] [INFO] "GET /admin/walletapi/cointype/ HTTP/1.1" 200 7952
[2018-03-07 15:18:17,002] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:18,049] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 6286
[2018-03-07 15:18:18,071] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:18,855] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:18:18,875] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:20,023] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 6286
[2018-03-07 15:18:20,046] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:23,836] [INFO] "GET /admin/walletapi/apicallback/add/ HTTP/1.1" 200 8986
[2018-03-07 15:18:23,861] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:42,039] [INFO] "POST /admin/walletapi/apicallback/add/ HTTP/1.1" 302 0
[2018-03-07 15:18:42,088] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 8394
[2018-03-07 15:18:42,109] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:18:59,730] [INFO] "GET /admin/walletapi/useraddress/ HTTP/1.1" 200 6286
[2018-03-07 15:18:59,757] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:19:01,171] [INFO] "GET /admin/walletapi/useraddress/add/ HTTP/1.1" 200 13528
[2018-03-07 15:19:01,203] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:19:01,740] [INFO] "GET /static/admin/js/calendar.js HTTP/1.1" 200 7790
[2018-03-07 15:19:01,740] [INFO] "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 20529
[2018-03-07 15:19:01,759] [INFO] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
[2018-03-07 15:19:01,759] [INFO] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
[2018-03-07 15:19:22,210] [INFO] "POST /admin/walletapi/useraddress/add/ HTTP/1.1" 302 0
[2018-03-07 15:19:22,272] [INFO] "GET /admin/walletapi/useraddress/ HTTP/1.1" 200 8496
[2018-03-07 15:19:22,295] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:19:25,638] [INFO] "GET /admin/walletapi/userbalance/ HTTP/1.1" 200 6286
[2018-03-07 15:19:25,655] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:19:26,250] [INFO] "GET /admin/walletapi/cointype/ HTTP/1.1" 200 7952
[2018-03-07 15:19:26,267] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:19:26,730] [INFO] "GET /admin/walletapi/apicallback/ HTTP/1.1" 200 7978
[2018-03-07 15:19:26,755] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:19:27,194] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:19:27,210] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:21:40,385] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 6294
[2018-03-07 15:21:40,410] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:27:06,680] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 7987
[2018-03-07 15:27:06,701] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:27:08,325] [INFO] "GET /admin/walletapi/appuserrecharge/1/change/ HTTP/1.1" 200 16162
[2018-03-07 15:27:08,346] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:27:10,365] [INFO] "GET /admin/walletapi/appuserrecharge/ HTTP/1.1" 200 7987
[2018-03-07 15:28:48,987] [INFO] "GET /admin/walletapi/userbalance/ HTTP/1.1" 200 7981
[2018-03-07 15:28:49,006] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:28:50,589] [INFO] "GET /admin/walletapi/userbalance/1/change/ HTTP/1.1" 200 10236
[2018-03-07 15:28:50,612] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:28:52,786] [INFO] "GET /admin/walletapi/userbalance/ HTTP/1.1" 200 7981
[2018-03-07 15:30:19,480] [INFO] "GET /admin/walletapi/userbalance/ HTTP/1.1" 200 6768
[2018-03-07 15:30:19,503] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:30:23,361] [INFO] "GET /admin/walletapi/userbalance/ HTTP/1.1" 200 6768
[2018-03-07 15:30:23,430] [INFO] "GET /admin/jsi18n/ HTTP/1.1" 200 7758
[2018-03-07 15:30:24,861] [INFO] "GET /static/admin/css/changelists.css HTTP/1.1" 200 74
[2018-03-07 15:30:24,868] [INFO] "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 363
[2018-03-07 15:30:24,887] [INFO] "GET /static/admin/js/core.js HTTP/1.1" 200 7976
[2018-03-07 15:30:24,888] [INFO] "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 6577
[2018-03-07 15:30:24,907] [INFO] "GET /static/suit/css/font-awesome.min.css HTTP/1.1" 200 31000
[2018-03-07 15:30:24,908] [INFO] "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1538
[2018-03-07 15:30:24,911] [INFO] "GET /static/admin/js/urlify.js HTTP/1.1" 200 8186
[2018-03-07 15:30:24,926] [INFO] "GET /static/admin/js/actions.js HTTP/1.1" 200 6501
[2018-03-07 15:30:24,943] [INFO] "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 258648
[2018-03-07 15:30:24,956] [INFO] "GET /static/suit/js/suit.js HTTP/1.1" 200 7609
[2018-03-07 15:30:24,984] [INFO] "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 128820
[2018-03-07 15:30:24,997] [INFO] "GET /static/suit/css/suit.css HTTP/1.1" 200 524193
[2018-03-07 15:30:25,075] [INFO] "GET /static/suit/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
[2018-03-07 15:30:25,352] [WARNING] Not Found: /favicon.ico
[2018-03-07 15:30:25,354] [WARNING] "GET /favicon.ico HTTP/1.1" 404 1942
